Date,Seed_1
2022-01-01,0.5483414965990805
2022-01-02,0.5478236596442005
2022-01-03,0.535108614531489
2022-01-04,0.5132121549342755
2022-01-05,0.4853135608649485
2022-01-06,0.454496060050693
2022-01-07,0.4235016075416005
2022-01-08,0.3945175980831343
2022-01-09,0.3690108778436067
2022-01-10,0.347621128864026
2022-01-11,0.3301215776473022
2022-01-12,0.3154502999706082
2022-01-13,0.3018104659471025
2022-01-14,0.2868330186474309
2022-01-15,0.2677908286232353
2022-01-16,0.2418496133148256
2022-01-17,0.2063381085230279
2022-01-18,0.1590183223137402
2022-01-19,0.098336310039863
2022-01-20,0.0236348213237934
2022-01-21,-0.0646886598044498
2022-01-22,-0.1650916594402277
2022-01-23,-0.274873191020924
2022-01-24,-0.3902410181303113
2022-01-25,-0.5064585042139169
2022-01-26,-0.6180645771380645
2022-01-27,-0.7191553806445865
2022-01-28,-0.8037118687681695
2022-01-29,-0.8659542080154192
2022-01-30,-0.9007016144496303
2022-01-31,-0.9037153268329868
2022-02-01,-0.8720028793299395
2022-02-02,-0.8040636778418931
2022-02-03,-0.7000590058830711
2022-02-04,-0.5618938107353528
2022-02-05,-0.3932026994158083
2022-02-06,-0.1992382021067795
2022-02-07,0.0133348034689263
2022-02-08,0.2367289271751587
2022-02-09,0.4623935964123473
2022-02-10,0.6814247550221724
2022-02-11,0.885002542614425
2022-02-12,1.0648326105214665
2022-02-13,1.2135662126208329
2022-02-14,1.325175171091144
2022-02-15,1.3952602108502803
2022-02-16,1.4212748461946034
2022-02-17,1.40265177343067
2022-02-18,1.3408242916717046
2022-02-19,1.2391413084189726
2022-02-20,1.1026806256491373
2022-02-21,0.9379710772227692
2022-02-22,0.7526393462190379
2022-02-23,0.5550016150416957
2022-02-24,0.3536233320594195
2022-02-25,0.156872128789543
2022-02-26,-0.0275108122328763
2022-02-27,-0.1927968699612994
2022-02-28,-0.333592159577642
2022-03-01,-0.4460782578814968
2022-03-02,-0.5281588903023537
2022-03-03,-0.5795056282305628
2022-03-04,-0.6015016549225407
2022-03-05,-0.5970886749962168
2022-03-06,-0.5705277029949827
2022-03-07,-0.5270894306262639
2022-03-08,-0.4726938443167488
2022-03-09,-0.41352151120732
2022-03-10,-0.3556203155744529
2022-03-11,-0.3045313375758052
2022-03-12,-0.2649560405484126
2022-03-13,-0.2404840783221842
2022-03-14,-0.2333970376840495
2022-03-15,-0.2445585497611164
2022-03-16,-0.2733957468904249
2022-03-17,-0.3179713508921015
2022-03-18,-0.3751401086378471
2022-03-19,-0.4407781850668028
2022-03-20,-0.510069794233878
2022-03-21,-0.5778320564389594
2022-03-22,-0.6388570078355772
2022-03-23,-0.6882489733195734
2022-03-24,-0.7217361737322728
2022-03-25,-0.735937417577649
2022-03-26,-0.7285678861288654
2022-03-27,-0.6985721463846231
2022-03-28,-0.6461773469500788
2022-03-29,-0.5728647539791842
2022-03-30,-0.4812630326678196
2022-03-31,-0.3749716390898947
2022-04-01,-0.2583270432035502
2022-04-02,-0.1361279833911659
2022-04-03,-0.0133383408667743
2022-04-04,0.1052126248158339
2022-04-05,0.2151130832404127
2022-04-06,0.3126163103730647
2022-04-07,0.3948376593345039
2022-04-08,0.4598888413573019
2022-04-09,0.5069418805489916
2022-04-10,0.5362199175714997
2022-04-11,0.5489169949553464
2022-04-12,0.5470537338440424
2022-04-13,0.5332800947315662
2022-04-14,0.5106399225582922
2022-04-15,0.4823144799322814
2022-04-16,0.4513635078141246
2022-04-17,0.4204824338547245
