Date,Seed_4
2022-01-01,1.3426244769429003
2022-01-02,1.6178812435374916
2022-01-03,0.6650196394205722
2022-01-04,1.1382872865537397
2022-01-05,1.284839247426783
2022-01-06,0.7451378475526514
2022-01-07,1.0402398680360865
2022-01-08,0.6203238776618648
2022-01-09,0.4593073689437332
2022-01-10,-0.3423220248583675
2022-01-11,-0.1822081633616135
2022-01-12,-0.2341507234745778
2022-01-13,-0.5356479431105982
2022-01-14,-0.4975871372967589
2022-01-15,-1.0837119644656106
2022-01-16,-1.3131434651309948
2022-01-17,-0.7458203536992921
2022-01-18,-1.5036241194414144
2022-01-19,-1.2113982672299834
2022-01-20,-1.3646479244613217
2022-01-21,-1.1161799993085149
2022-01-22,-1.0213770492957317
2022-01-23,-1.0266712963122575
2022-01-24,-0.5385626201285783
2022-01-25,0.0541332912037646
2022-01-26,0.1865629639826716
2022-01-27,-0.2228162759232396
2022-01-28,0.3575161441197743
2022-01-29,-0.0276954994190731
2022-01-30,0.1863638303400182
2022-01-31,0.4061648269845094
2022-02-01,0.9535583090168748
2022-02-02,0.3819130716313113
2022-02-03,0.5421846256915307
2022-02-04,0.3127752693891401
2022-02-05,0.7792769044470067
2022-02-06,0.1909931039244806
2022-02-07,0.1220478998919065
2022-02-08,0.6945728224289573
2022-02-09,0.000741081177716
2022-02-10,0.0110329595828549
2022-02-11,0.3208609180698576
2022-02-12,0.0378014735687201
2022-02-13,-0.2649507356760378
2022-02-14,-0.7848296187420003
2022-02-15,-0.6875486672392973
2022-02-16,-0.1781890281867871
2022-02-17,-0.4966798154028283
2022-02-18,-1.0708973362000849
2022-02-19,-0.9453974004317584
2022-02-20,-0.4507588752891954
2022-02-21,-1.0681476438680804
2022-02-22,-0.92209426661587
2022-02-23,-0.6688597339286624
2022-02-24,-0.5468568533816804
2022-02-25,-0.8897715030091857
2022-02-26,-0.279331126103684
2022-02-27,-0.6305082523295948
2022-02-28,-0.7161021164715937
2022-03-01,-0.4679709983003604
2022-03-02,-0.5405331067191457
2022-03-03,0.3184169723593285
2022-03-04,0.009160959690929
2022-03-05,0.6521544209296682
2022-03-06,0.6162759873549152
2022-03-07,0.7180325616018234
2022-03-08,0.8448457334186736
2022-03-09,1.0351739479788968
2022-03-10,0.9062954003087286
2022-03-11,1.4093460337696366
2022-03-12,0.5703745092114606
2022-03-13,0.5009641725937656
2022-03-14,1.3283138446624227
2022-03-15,0.4744155942786232
2022-03-16,0.2133710235895038
2022-03-17,0.1003951831413306
2022-03-18,0.1392770491182532
2022-03-19,0.6727128567963044
2022-03-20,-0.5099284888909328
2022-03-21,-0.3816410341570745
2022-03-22,-0.6593229496777576
2022-03-23,-0.8724725253328682
2022-03-24,-1.1509856429680871
2022-03-25,-1.0403577276058709
2022-03-26,-0.4952351787916037
2022-03-27,-0.8393503028378811
2022-03-28,-0.6142339294668241
2022-03-29,-1.3516178895879778
2022-03-30,-1.1173708345963895
2022-03-31,-0.9296214452246114
2022-04-01,-0.1814132000300498
2022-04-02,-0.0064622822751554
2022-04-03,-0.0187902163962209
2022-04-04,0.3167725094694818
2022-04-05,0.5535319312574434
2022-04-06,0.2809669969891974
2022-04-07,0.5748835432730106
2022-04-08,0.6617186807516003
2022-04-09,1.4337486863519249
2022-04-10,1.002599080972013
2022-04-11,1.02896761301021
2022-04-12,0.8057020047335235
2022-04-13,0.9119674300577296
2022-04-14,1.0381488377784414
2022-04-15,0.896887332747362
2022-04-16,1.2323221974589198
2022-04-17,0.8083828553625281
2022-04-18,0.007645477378697
2022-04-19,-0.1979217484472594
2022-04-20,0.0431292328648792
2022-04-21,-0.3074398599352481
2022-04-22,-0.4633323085329569
2022-04-23,-0.3817096988239494
2022-04-24,-1.0372518987512145
2022-04-25,-0.5619491944357125
2022-04-26,-1.2508349500387277
2022-04-27,-0.8388628291629838
2022-04-28,-1.1219343644619375
2022-04-29,-1.4104454981693206
2022-04-30,-0.9673649734355968
2022-05-01,-0.691762692325874
2022-05-02,-1.1315371000629588
2022-05-03,-0.9214453723380056
2022-05-04,-0.4467839679092386
2022-05-05,-0.5707573213130126
2022-05-06,-0.5187638473588821
2022-05-07,-0.4656757211842399
2022-05-08,0.0272211285951784
2022-05-09,0.0986011460342126
2022-05-10,0.7407995853459166
2022-05-11,0.6932549883338749
2022-05-12,0.4245181204536418
2022-05-13,0.2776762176136347
2022-05-14,0.8526276192316068
2022-05-15,1.1121889227768933
2022-05-16,0.5773148996484452
2022-05-17,0.1344753943646078
2022-05-18,0.4737139118825393
2022-05-19,0.3981971533384749
2022-05-20,0.7595059820328028
2022-05-21,-0.0488408665020201
2022-05-22,0.0804953603161487
2022-05-23,-0.2549702559000173
2022-05-24,-0.0565969087241185
2022-05-25,-0.1882028129297399
2022-05-26,-0.4672914123051958
2022-05-27,-0.0605301033682986
2022-05-28,-0.7043652696938908
2022-05-29,-0.4797228495449143
2022-05-30,-0.7993771444473513
2022-05-31,-1.219026252643836
2022-06-01,-0.4808311050449452
2022-06-02,-0.3951729202818527
2022-06-03,-0.8591169879760601
2022-06-04,-0.6820932189834931
2022-06-05,-0.9995760511326732
2022-06-06,-0.2477632659770676
2022-06-07,-0.694169157860413
2022-06-08,-0.3582090831774943
2022-06-09,0.1961599662235202
2022-06-10,0.4336354223404031
2022-06-11,-0.1586528375691156
2022-06-12,0.5740611534059236
2022-06-13,0.9172640267937142
2022-06-14,1.0342257523450566
2022-06-15,0.2405713528757838
2022-06-16,0.8753154798969525
2022-06-17,1.2563350337360235
2022-06-18,0.6463580179337041
2022-06-19,0.748511332790717
2022-06-20,0.6143330643965934
2022-06-21,1.217084949518709
2022-06-22,0.515054905361908
2022-06-23,1.0696838478761816
2022-06-24,0.7395270124720349
2022-06-25,0.401120498433266
2022-06-26,0.1368598626141145
2022-06-27,0.0187395693859963
2022-06-28,0.3602178897773526
2022-06-29,0.2336152955170737
2022-06-30,0.0218168858465286
2022-07-01,-0.1416546935800465
2022-07-02,-0.6551765917982013
2022-07-03,-0.7649817357256319
2022-07-04,-1.061364586274939
2022-07-05,-0.7973841665081646
2022-07-06,-0.98028295700456
2022-07-07,-0.8144264735058339
2022-07-08,-1.204715726099062
2022-07-09,-0.4871166793427278
2022-07-10,-0.8617384840869134
2022-07-11,-0.2821521552417568
2022-07-12,-0.4077234134045914
2022-07-13,-0.1717475168189327
2022-07-14,0.0965000238441235
2022-07-15,0.2222281925876168
2022-07-16,0.3828144259765457
2022-07-17,1.1561540500744705
2022-07-18,1.217598246589576
2022-07-19,0.7088851473536563
2022-07-20,1.616260612378171
2022-07-21,1.4350869786202902
2022-07-22,1.247507304985342
2022-07-23,0.7101501466746464
2022-07-24,0.4376489062371701
2022-07-25,1.2341221114337848
2022-07-26,0.8751850321774283
2022-07-27,-0.089961969006319
2022-07-28,0.4005173037167357
2022-07-29,-0.4852492841358977
2022-07-30,0.0728513057419251
2022-07-31,-0.2282853829851883
2022-08-01,-0.8845531448436369
2022-08-02,-1.2345086171130857
2022-08-03,-0.885205012648155
2022-08-04,-0.7254962838474006
2022-08-05,-1.0545559450878756
2022-08-06,-1.233995470698733
2022-08-07,-0.9481919596194412
2022-08-08,-0.8916095518393329
2022-08-09,-1.1883396391951129
2022-08-10,-0.6190169251482648
2022-08-11,-0.9083181186623308
2022-08-12,-0.6045604811775295
2022-08-13,-0.7040276402492128
2022-08-14,-0.403937638880693
2022-08-15,-0.3173367472127368
2022-08-16,-0.0512093624958877
2022-08-17,0.8101866956092831
2022-08-18,-0.0222423202536618
2022-08-19,0.4547415939210262
2022-08-20,0.5937566008662728
2022-08-21,0.5398898335980146
2022-08-22,0.9730551309208748
2022-08-23,0.4920254947680401
2022-08-24,1.04728286146214
2022-08-25,1.0281438568742705
2022-08-26,0.6092329510533407
2022-08-27,0.6315727005869862
2022-08-28,0.7383225286924321
2022-08-29,0.4652123489080731
2022-08-30,0.2503346178948776
2022-08-31,-0.1064319602698609
2022-09-01,-0.276853505283042
2022-09-02,-0.6481243429401427
2022-09-03,-0.7458373261219201
2022-09-04,-0.3827893365668517
2022-09-05,-0.4594985644679074
2022-09-06,-0.4408656292998306
2022-09-07,-0.759091147444256
2022-09-08,-0.9567837151591309
2022-09-09,-0.7638071976970956
2022-09-10,-0.3722565945292031
2022-09-11,-0.8655674554575006
2022-09-12,-0.8441093716049438
2022-09-13,-0.9426454049195055
2022-09-14,-0.1366761305525384
2022-09-15,-0.7554378025803687
2022-09-16,-0.3123257976614573
2022-09-17,-0.6088615902489996
2022-09-18,0.4258754785833682
2022-09-19,0.2826306149543603
2022-09-20,-0.1473801844886266
2022-09-21,0.6897515922585805
2022-09-22,0.9490100527153256
2022-09-23,0.8432823973316464
2022-09-24,1.2672761162527646
2022-09-25,0.448013837020471
2022-09-26,1.3323805093754872
2022-09-27,1.1557719567433786
2022-09-28,0.5472871983310953
2022-09-29,0.5224017178248889
2022-09-30,0.6223114686060935
2022-10-01,0.9295384043942252
2022-10-02,0.5744209212118695
2022-10-03,0.4150663572988127
2022-10-04,0.8050466808849553
2022-10-05,0.0945368154108889
2022-10-06,0.3839763785452703
2022-10-07,-0.2225635826655569
2022-10-08,-0.5439531083950245
2022-10-09,-0.5872512579242564
2022-10-10,-0.3659894388032064
2022-10-11,-0.3867968248060395
2022-10-12,-0.583385861327488
2022-10-13,-0.7030645556619558
2022-10-14,-1.198198795461953
2022-10-15,-1.359633430096213
2022-10-16,-0.8260869391343636
2022-10-17,-0.9597588177898276
2022-10-18,-0.4815515304645251
2022-10-19,-0.0703881768763434
2022-10-20,-0.4701224145712189
2022-10-21,0.6049386298545684
2022-10-22,0.6420213123760223
2022-10-23,0.8282389869816622
2022-10-24,0.9940643265374768
2022-10-25,1.1779771562943302
2022-10-26,0.8843953466991057
2022-10-27,1.3316428772281237
2022-10-28,1.2539907384574898
2022-10-29,0.8363708487369179
2022-10-30,0.6301393354800108
2022-10-31,0.9973905633239524
2022-11-01,0.7681060197819195
2022-11-02,1.0337413732284193
2022-11-03,0.975254799937602
2022-11-04,0.1401707969869752
2022-11-05,0.4646790835180955
2022-11-06,0.2289354108218397
2022-11-07,-0.3644284019435932
2022-11-08,-0.9248462546348398
2022-11-09,-1.1511718999487488
2022-11-10,-1.0275476989695291
2022-11-11,-1.3640402073916502
2022-11-12,-1.4859494348188345
2022-11-13,-0.8925417470699922
2022-11-14,-1.1135580997821792
2022-11-15,-1.2750482385071824
2022-11-16,-1.2070828345243645
2022-11-17,-1.2081550481892749
2022-11-18,-0.5611388860454783
2022-11-19,-0.9416642476489404
2022-11-20,-0.6281836189247471
2022-11-21,-0.1203119992673135
2022-11-22,-0.3373470622714815
2022-11-23,0.0261007748020767
2022-11-24,0.3177610484561955
2022-11-25,0.7506825852788117
2022-11-26,0.236463275236036
2022-11-27,0.3450564037850351
2022-11-28,1.1354452845494256
2022-11-29,0.3295768411569189
2022-11-30,0.2215436671504956
2022-12-01,0.5324590852440665
2022-12-02,0.6527174351429751
2022-12-03,0.701390256035476
2022-12-04,0.4232563271386673
2022-12-05,0.4824696630479437
2022-12-06,0.3277276488432182
2022-12-07,0.4560997417561974
2022-12-08,-0.3371275603083378
2022-12-09,-0.3422871198146821
2022-12-10,-0.6989992076770678
2022-12-11,-0.088550583422024
2022-12-12,-0.7076327967692106
2022-12-13,-0.3332123049138774
2022-12-14,-0.8909275554467935
2022-12-15,-0.6477848738724493
2022-12-16,-0.3546721764653144
2022-12-17,-1.177365570010589
2022-12-18,-0.4288606317830468
2022-12-19,-0.9541867677641904
2022-12-20,-0.9548436085503016
2022-12-21,-0.7820341309101345
2022-12-22,-0.3929882477659302
2022-12-23,-0.9532238937714328
2022-12-24,-0.906172227032519
2022-12-25,0.1030233241207176
2022-12-26,0.2641756111392697
2022-12-27,0.1260978201912542
2022-12-28,-0.0643239869925627
2022-12-29,0.4041999802495816
2022-12-30,0.6403647477722592
2022-12-31,0.4044838659953808
2023-01-01,0.7903315764088341
2023-01-02,0.4073852136273064
2023-01-03,1.0733280067818172
2023-01-04,1.3186776589545866
2023-01-05,0.7188718438398745
2023-01-06,1.2233962590266834
2023-01-07,0.7165694665677035
2023-01-08,0.9609040786058016
2023-01-09,0.601086140706424
2023-01-10,0.4996724145418906
2023-01-11,0.4297548928938006
2023-01-12,0.0836269739361632
2023-01-13,0.4387147753568872
2023-01-14,0.2164908186430675
2023-01-15,-0.3530048329324211
2023-01-16,-0.5629567242279447
2023-01-17,-0.9665197815813767
2023-01-18,-0.7078426343568727
2023-01-19,-1.1542470087718226
2023-01-20,-0.5140270674179029
2023-01-21,-1.3188817254764804
2023-01-22,-0.8760275583125072
2023-01-23,-1.159732732634729
2023-01-24,-0.9934041309898882
2023-01-25,-0.8587863750244046
2023-01-26,-0.8078930562558
2023-01-27,0.0805916016243484
2023-01-28,0.3956183881676464
2023-01-29,0.0122266874886621
2023-01-30,0.5026377264527666
2023-01-31,0.6534128689213912
2023-02-01,0.2579872181514202
2023-02-02,0.4391484846534522
